Ticari İsim,Etken Madde,Formulasyon,Kategori ID
PAYOFF SÜPER (İMAL),75 g/l Fenoxaprop-p-ethyl + 69 g/l Mefenpyr-diethyl (safener),"EW (Emülsiyon, Suda Yağ)",6
MOONSON (İMAL),40 g/l Nicosulfuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
THIRPAN (İMAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",SE (Suspo-Emülsiyon),6
TORRENT (İMAL),"%39,75 Metalik bakıra eşdeğer bakır oksiklorid + %4,2 Cymoxanil",WG (Suda Dağılabilen Granül),6
QUALY 300 EC (İTHAL),300 g/l Cyprodinil,EC (Emülsiye Olabilen Konsantre),6
SULFLOW 800 SC (İMAL),800 g/l Kükürt,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ARREZO (İMAL),150 g/l Indoxacarb methyl,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
İNVESTO 100 SC (İMAL),100 g/l Spirotetramat,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BUSTOP 200 SL (İMAL),200 g/l Diquat dibromide,SL (Suda Çözünen Konsantre),6
SUMİSUN 50 EC (İMAL),500 g/l Pyridalyl,EC (Emülsiye Olabilen Konsantre),6
HELİMADEX EXTRA (İMAL),%6 Metaldehyde,GB (Granül Yem),6
SUPRAGİL 50 EC (İMAL),500 g/l Pyridalyl,EC (Emülsiye Olabilen Konsantre),6
MİLESTONE EC (İMAL),"9,3 g/l Milbemectin",EC (Emülsiye Olabilen Konsantre),6
EMBRELİA 140 SC (İTHAL),100 g/l Isopyrazam + 40 g/l Difenoconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
RADIANT™ 120 SC (İTHAL),120 g/l Spinetoram,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AXXESS® (İMAL),450 g/l Prochloraz,EC (Emülsiye Olabilen Konsantre),6
METHOD EC (İMAL),"9,3 g/l Milbemectin",EC (Emülsiye Olabilen Konsantre),6
KORMETOX 240 SC (İMAL),240 g/l Methoxyfenozide,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LAMDAJET (İTHAL),50 g/l Lambda-cyhalothrin,EC (Emülsiye Olabilen Konsantre),6
MORENO (İMAL),%20 Tebufenpyrad,WP (Islanabilir Toz),6
ETOKORT 050 EW (İMAL),50 g/l Etofenprox,"EW (Emülsiyon, Suda Yağ)",6
MALVİN XL 035 FS (İMAL),25 g/l Fludioxonil + 10 g/l Metalaxyl,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CİLİA® (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AGROZATE 15 EC (İMAL),150 g/l Fosthiazate,EC (Emülsiye Olabilen Konsantre),6
EFDAL AKİT (İMAL),"22,5 g/l Foramsulfuron",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FASHİON 900 EC (İMAL),900 g/l Fosthiazate,EC (Emülsiye Olabilen Konsantre),6
TOXON 700 (İMAL),700 g/l Metalik bakıra eşdeğer bakır oksiklorid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AGROS (İMAL),%50 Dicamba + %25 Tritosulfuron,WG (Suda Dağılabilen Granül),6
BUTEX MC (İMAL),300 g/l Bromoxynil + 300 g/l MCPA,EC (Emülsiye Olabilen Konsantre),6
ROUT (İMAL),%50 Dicamba + %25 Tritosulfuron,WG (Suda Dağılabilen Granül),6
ALLY 80 WP (İMAL),%80 Fosetyl-Al,WP (Islanabilir Toz),6
EFDAL BİRGARD (İMAL),%50 Pirimicarb,WP (Islanabilir Toz),6
JAMMER (İMAL),%50 Cyprodinil,WG (Suda Dağılabilen Granül),6
RAX ULTRA (İMAL),310 g/l Thiophanate-methyl + 187 g/l Epoxiconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
YONA (İMAL),480 g/l Bentazone,SL (Suda Çözünen Konsantre),6
SUPERFE 3 G (İMAL),%6 Metalik Demir,SG (Suda Çözünen Granül),6
AUDİT ULTRA (İMAL),310 g/l Thiophanate-methyl + 187 g/l Epoxiconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EKHON 50 WG (İMAL),%50 Cyprodinil,WG (Suda Dağılabilen Granül),6
HEYKEL 200 SC (İMAL),200 g/l Fenazaquin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
KORCAMBA 480 SL (İMAL),480 g/l Dicamba,SL (Suda Çözünen Konsantre),6
BANDO 5 EC (İMAL),50 g/l Hexythiazox,EC (Emülsiye Olabilen Konsantre),6
ONKOS (İMAL),50 g/l Etofenprox,EC (Emülsiye Olabilen Konsantre),6
EFDAL BAKSÜL (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Islanabilir Toz),6
ISOS 50 WG (İMAL),%50 Cyprodinil,WG (Suda Dağılabilen Granül),6
BILLOUD (İMAL),400 g/l Buprofezin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
KORZAMOX 120 SL (İMAL),120 g/l Imazamox,SL (Suda Çözünen Konsantre),6
IRENE 400 SC (İMAL),420 g/l Bispyribac Sodium,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
VEFAMBA 480 SL (İMAL),480 g/l Dicamba,SL (Suda Çözünen Konsantre),6
BORMUS 10 SC (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TARAS SC 240 (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FALCON SC 240 (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
GATE 50 WG (İMAL),%50 Trifloxystrobin,WG (Suda Dağılabilen Granül),6
BANKO SP (İMAL),"%3,1 Gibberellic Acid",SP (Suda Çözünen Toz),6
DALLY SÜPER 464 SL (İMAL),"344 g/l 2,4-D asite eşdeğer dimethyl amonyum tuzu + 120 g/l Dicamba",SL (Suda Çözünen Konsantre),6
ATRASAF SÜPER WG (İMAL),"%6,75 Propoxycarbazone Sodium + %4,5 Mesosulfuron-methyl + %9 Mefenpyr-diethyl (safener)",WG (Suda Dağılabilen Granül),6
JAKO 50 WG (İMAL),%50 Kresoxim-methyl,WG (Suda Dağılabilen Granül),6
FOKIS WG 50 (İMAL),%50 Trifloxystrobin,WG (Suda Dağılabilen Granül),6
ROUNT 5 SG (İMAL),%5 Emamectin benzoate,SG (Suda Çözünen Granül),6
SERVANT WG (İMAL),%30 Indoxacarb,WG (Suda Dağılabilen Granül),6
APRAUNT 400 SC (İMAL),400 g/l Buprofezin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BEKCHI 5 SG (İMAL),%5 Emamectin benzoate,SG (Suda Çözünen Granül),6
GOODBYE PELLET (İTHAL),%6 Metaldehyde,RB (Hazır Yem),6
TEZKARP WG (İMAL),%30 Indoxacarb,WG (Suda Dağılabilen Granül),6
SUPERNOSAD 240 SC (İMAL),240 g/l Spinosad,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AKARDEX (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AGRILEX (İMAL),50 g/l Hexythiazox,EC (Emülsiye Olabilen Konsantre),6
SACRED 76 WG (İMAL),%76 Ziram,WG (Suda Dağılabilen Granül),6
SORİA WG (İMAL),"%26,7 Boscalid + %6,7 Pyraclostrobin",WG (Suda Dağılabilen Granül),6
SCUD (İMAL),"%15 Triflumizole + %3,4 Cyflufenamid",WG (Suda Dağılabilen Granül),6
CHARITY (İTHAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
EFDAL ZALOSUPER (İMAL),50 g/l Quizalofop-p-ethyl,EC (Emülsiye Olabilen Konsantre),6
WUYA (İMAL),480 g/l Bentazone,SL (Suda Çözünen Konsantre),6
FORZOL SC 500 (İMAL),500 g/l Fenhexamid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EFDAL MEBUZİN 70 WP (İTHAL),%70 Metribuzin,WP (Islanabilir Toz),6
EFDAL CLOPAR 240 EC (İMAL),240 g/l Clodinafop-propargyl + 60 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
COPCİDE WP (İMAL),%70 Thiophanate-methyl,WP (Islanabilir Toz),6
"LUMAX 537,5 SE (İTHAL)","375 g/l S-Metolachlor + 125 g/l Terbuthylazine + 37,5 g/l Mesotrione",SE (Suspo-Emülsiyon),6
SCREEN 600 SC (İMAL),600 g/l Aclonifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FUNCTION (İMAL),"452,42 g/l 2,4-D 2-Ethylhexyl ester + 6,25 g/l Florasulam",SE (Suspo-Emülsiyon),6
KNOXBORO (İMAL),250 g/l Difenoconazole,EC (Emülsiye Olabilen Konsantre),6
EFFECTOR (İMAL),100 g/l Alpha-cypermethrin,EC (Emülsiye Olabilen Konsantre),6
BLUEMAX BORDOLEX (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Islanabilir Toz),6
EUROGOLD (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ARTİCLE® (İMAL),200 g/l Boscalid + 100 g/l Kresoxim-methyl,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PAMPLON 240 SC (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TUNCHII 150 SC (İMAL),150 g/l Indoxacarb,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BORDOTALİA (İTHAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WG (Suda Dağılabilen Granül),6
NİMBECİDİNE (İTHAL),"790 g/l Neem Yağı + 0,3 g/l Azadirachtin A",EC (Emülsiye Olabilen Konsantre),6
BEDLİS 50 EC (İMAL),50 g/l Lufenuron,EC (Emülsiye Olabilen Konsantre),6
HARVEST 25 WP (İMAL),%25 Tebuconazole,WP (Islanabilir Toz),6
REWARD (İMAL),80 g/l Clodinafop-propargyl + 20 g/l Cloquintocet-mexyl (Safener),EC (Emülsiye Olabilen Konsantre),6
BALAN SÜPER (İMAL),75 g/l Fenoxaprop-p-ethyl + 69 g/l Mefenpyr-diethyl (safener),"EW (Emülsiyon, Suda Yağ)",6
RACER 20 CS (İTHAL),200 g/l Flurochloridone,CS (Kapsül Süspansiyon),6
GOLTİX PLUS (İTHAL),350 g/l Metamitron + 150 g/l Ethofumesate,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AFFİCHE WG (İMAL),"%3 Mesosulfuron-methyl + %0,6 Iodosulfuron-methyl sodium + %9 Mefenpeyr-diethyl (safener)",WG (Suda Dağılabilen Granül),6
RİVET 24 EC (İTHAL),240 g/l Carfentrazone-ethyl,EC (Emülsiye Olabilen Konsantre),6
TRAİLER (İMAL),%50 Trifloxystrobin,WG (Suda Dağılabilen Granül),6
VALTERA (İMAL),"%37,5 Cyprodinil + %25 Fludioxonil",WG (Suda Dağılabilen Granül),6
CERES (İMAL),"%30 Cymoxanil + %22,5 Famoxadone",WG (Suda Dağılabilen Granül),6
JUKE 36 SL (İMAL),360 g/l Hymexazole,SL (Suda Çözünen Konsantre),6
HEKTAŞ CLICK® (İMAL),%70 Dithianon,WG (Suda Dağılabilen Granül),6
METTO ULTRA (İMAL),310 g/l Thiophanate-methyl + 187 g/l Epoxiconazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TAVANNA 100 EC (İMAL),100 g/l Alpha-cypermethrin,EC (Emülsiye Olabilen Konsantre),6
VERCELLİ 62.5 WG (İMAL),"%37,5 Cyprodinil + %25 Fludioxonil",WG (Suda Dağılabilen Granül),6
TROOPEST 50 WG (İMAL),%50 Kresoxim-methyl,WG (Suda Dağılabilen Granül),6
YAKUZA 20 WP (İMAL),%20 Tebufenpyrad,WP (Islanabilir Toz),6
MELİTHORİN 900 EC (İMAL),900 g/l Fosthiazate,EC (Emülsiye Olabilen Konsantre),6
SENARIO 400 EC (İMAL),400 g/l Fenamiphos,EC (Emülsiye Olabilen Konsantre),6
SURVITOP 70 WP (İMAL),%70 Thiophanate-methyl,WP (Islanabilir Toz),6
POLENZA (İTHAL),%5 Emamectin benzoate,SG (Suda Çözünen Granül),6
MEGASIL 35 DS (İMAL),%35 Metalaxyl,DS (Kuru Tohum İlacı),6
SUPERPREX 500 FW (İMAL),500 g/l Dodine,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
WAİTDOOR SC 500 (İMAL),500 g/l Fenhexamid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SENKRON 70 WDG (İMAL),%70 Metribuzin,WDG (Suda Dağılabilen Granül),6
EFDAL CLOPAR 80 EC (İMAL),80 g/l Clodinafop-propargyl + 20 g/l Cloquintocet-mexyl (Safener),EC (Emülsiye Olabilen Konsantre),6
ACS DIRON ULTRA 600 (İMAL),600 g/l Aclonifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
KAVGAZ 50 WP (İMAL),%50 Phosmet,WP (Islanabilir Toz),6
ALLİSET 800 WG (İMAL),%80 Fosetyl-Al,WG (Suda Dağılabilen Granül),6
KNOCKDOWN STAR (İMAL),441 g/l Glyphosate Potasyum Tuzu,SL (Suda Çözünen Konsantre),6
FINNEST-M (İMAL),"357,5 g/l Metalik bakıra eşdeğer bakır oksiklorid",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FLARMONI 240 SC (İMAL),240 g/l Bifenazate,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CLARNET 240 SC (İMAL),240 g/l Bifenazate,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ACS CHLO 80 EC (İMAL),80 g/l Clodinafop-propargyl + 20 g/l Cloquintocet-mexyl (Safener),EC (Emülsiye Olabilen Konsantre),6
EFDAL ALSON (İMAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
ACS DOPING 240 EC (İMAL),240 g/l Clodinafop-propargyl + 60 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
SYDABEN 20 WP (İMAL),%20 Pyridaben,WP (Islanabilir Toz),6
COMISER 50 WP (İMAL),%50 Cymoxanil,WP (Islanabilir Toz),6
ZAGOR WG (İMAL),%30 Indoxacarb,WG (Suda Dağılabilen Granül),6
DAVİLEX 24 SC (İMAL),240 g/l Spinosad,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SUNFORCE 48 SL (İMAL),480 g/l Glyphosate Isopropylamin Tuzu,SL (Suda Çözünen Konsantre),6
DİVAGO (İMAL),%20 Metalik bakıra eşdeğer bordo bulamacı,WP (Islanabilir Toz),6
ESCAPE 20 SP (İMAL),%20 Acetamiprid,SP (Suda Çözünen Toz),6
FOURWET 5 EC (İMAL),50 g/l Lufenuron,EC (Emülsiye Olabilen Konsantre),6
SOFAST 62.5 WG (İMAL),"%37,5 Cyprodinil + %25 Fludioxonil",WG (Suda Dağılabilen Granül),6
ABOVE 35 DF (İMAL),%35 Metalik bakıra eşdeğer bakır hidroksit,WG (Suda Dağılabilen Granül),6
DEFENDER 70 WG (İMAL),%70 Dithianon,WG (Suda Dağılabilen Granül),6
ETHONN (İMAL),40 g/l Nicosulfuron,OD (Yağda Dağılabilen),6
FLAZON (İMAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
SYNERGİZER 62.5 WG (İMAL),"%37,5 Cyprodinil + %25 Fludioxonil",WG (Suda Dağılabilen Granül),6
DAGRO DARİS (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
INTRACURE (İMAL),100 g/l Pyriproxyfen,EC (Emülsiye Olabilen Konsantre),6
EFDAL ZAFFAR 600 (İMAL),600 g/l Aclonifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PİRİSECT (İMAL),360 g/l Hymexazole,SL (Suda Çözünen Konsantre),6
SORADO (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LAMPRIS (İMAL),"361,1 g/l Metalik bakıra eşdeğer bakır hidroksit",SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PULSUFER (İMAL),"18,8 g/l 6-Benzyladenine + 18,5 g/l Gibberellin A4/A7",SL (Suda Çözünen Konsantre),6
FUENTAS (İMAL),300 g/l Pyrimethanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PLACUR 400 EC (İMAL),400 g/l Fenamiphos,EC (Emülsiye Olabilen Konsantre),6
DAGROZOOM (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ERTAR CAPTAN 50 SC (İMAL),500 g/l Captan,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
RİZOCLEAN (İMAL),"%26,7 Boscalid + %6,7 Pyraclostrobin",WG (Suda Dağılabilen Granül),6
REWARD MAX (İMAL),240 g/l Clodinafop-propargyl + 60 g/l Cloquintocet-mexyl (safener),EC (Emülsiye Olabilen Konsantre),6
SACRA (İTHAL),480 g/l Glyphosate Isopropylamin Tuzu,SL (Suda Çözünen Konsantre),6
FAMOSO (İMAL),%55 Metiram + %5 Pyraclostrobin,WG (Suda Dağılabilen Granül),6
ACS FOXDOR 18 EC (İMAL),18 g/l Abamectin,EC (Emülsiye Olabilen Konsantre),6
TRİDEX (İTHAL),"103,6 g/l Triclopyr asite eşdeğer Triclopyr BEE + 93 g/l 2,4-D",EC (Emülsiye Olabilen Konsantre),6
STARİN WG (İMAL),%30 Indoxacarb,WG (Suda Dağılabilen Granül),6
PLADOX 5 EC (İMAL),50 g/l Hexythiazox,EC (Emülsiye Olabilen Konsantre),6
KORFOSAT TURBO (İMAL),607 g/l Glyphosate Isopropylamin Tuzu,SL (Suda Çözünen Konsantre),6
CUPRE 700 (İMAL),700 g/l Metalik bakıra eşdeğer bakır oksiklorid,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ROOTGUARD 600 (İMAL),600 g/l Phosphorous Acid (mono ve di-potasyum tuzları),SL (Suda Çözünen Konsantre),6
FOSFOGARD 400 (İMAL),400 g/l Phosphorous Acid (mono ve di-potasyum tuzları),SL (Suda Çözünen Konsantre),6
ACS HALOXAND (İMAL),108 g/l Haloxyfop-R-methyl ester,EC (Emülsiye Olabilen Konsantre),6
CYCLAFON (İMAL),%35 Metalik bakıra eşdeğer bakır hidroksit,DF (Kuru Akışkan),6
ACS Q-SUPER 5 EC (İMAL),50 g/l Quizalofop-p-ethyl,EC (Emülsiye Olabilen Konsantre),6
BESTUGAN (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
GREMLİN (İMAL),150 g/l Indoxacarb,OD (Yağda Dağılabilen),6
LİBERATOR 10 EC (İMAL),100 g/l Pyriproxyfen,EC (Emülsiye Olabilen Konsantre),6
POSTAMİN 500 SL (İMAL),"500 g/l 2,4-D asite eşdeğer dimethyl amin tuzu",SL (Suda Çözünen Konsantre),6
ATREUS® (İMAL),310 g/l Pyrimethanil + 95 g/l Trifloxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
NERGOFEX (İMAL),10 g/l Forchlorfenuron,SL (Suda Çözünen Konsantre),6
İMBATT (İMAL),125 g/l Flutriafol,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SORTI SUPER (İMAL),50 g/l Quizalofop-p-ethyl,EC (Emülsiye Olabilen Konsantre),6
SPRET 50 WP (İMAL),%50 Phosmet,WP (Islanabilir Toz),6
DOMIN 400 SC (İMAL),420 g/l Bispyribac Sodium,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
HAMMER 10 WP (İMAL),%10 Chlorsulfuron,WP (Islanabilir Toz),6
CHANGER (İMAL),%50 Boscalid,WG (Suda Dağılabilen Granül),6
LARRES (İMAL),480 g/l Spinosad,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
"ACS DELDA 2,5 EC (İMAL)",25 g/l Deltamethrin,EC (Emülsiye Olabilen Konsantre),6
ECO2FUME (İTHAL),%2 Fosfin Gazı,GA (Gaz),6
HERALD SÜPER (İMAL),108 g/l Haloxyfop-P-methyl ester,EC (Emülsiye Olabilen Konsantre),6
STICKER (İMAL),200 g/l Cyhalofop-butyl,EC (Emülsiye Olabilen Konsantre),6
POSTESTER 48 EC (İMAL),"480 g/l 2,4-D asite eşdeğer Isooctylester",EC (Emülsiye Olabilen Konsantre),6
SUPER KOLENT (İMAL),108 g/l Haloxyfop-P-methyl ester,EC (Emülsiye Olabilen Konsantre),6
DUPE'S (İMAL),930 g/l S-Metolachlor + 31 g/l Benoxacor (safener),EC (Emülsiye Olabilen Konsantre),6
SUUM 10 SC (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PANTOZEN M 60 (İMAL),400 g/l Bentazone + 60 g/l MCPA,SL (Suda Çözünen Konsantre),6
PEAK 500 SC (İMAL),500 g/l Clofentezine,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MENTA METAFOR 70 WP (İMAL),%70 Thiophanate-methyl,WP (Islanabilir Toz),6
KOFFEX (İMAL),240 g/l Spiromesifen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
LISTOMED (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BALCONY 45 EC (İMAL),450 g/l Prochloraz,EC (Emülsiye Olabilen Konsantre),6
BENİDOR M SC 240 (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
OZACC (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
TOP-UP 100 EC (İMAL),100 g/l Penconazole,EC (Emülsiye Olabilen Konsantre),6
AWACANT (İMAL),150 g/l Indoxacarb,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ACS PASHA 25 EC (İMAL),250 g/l Cypermethrin,EC (Emülsiye Olabilen Konsantre),6
CYD-X (İTHAL),3x10 üzeri 13 Cydia pomonella granülovirüs,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
IROMEN (İMAL),193 g/l Metalik bakıra eşdeğer bazik bakır sülfat,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
CAMBADOS (İMAL),40 g/l Nicosulfuron,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
PATCH (İMAL),125 g/l Flutriafol,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SMARTFRESH PROTABS (İTHAL),%2 1-Methylcyclopropene,VP (Gaz Neşreden İlaç),6
DONAFEX (İMAL),10 g/l Forchlorfenuron,SL (Suda Çözünen Konsantre),6
EFSANE 70 WP (İMAL),%70 Metribuzin,WP (Islanabilir Toz),6
NEMATOZATE 15 EC (İMAL),150 g/l Fosthiazate,EC (Emülsiye Olabilen Konsantre),6
SÜPER ARTIRAN (İMAL),9 g/l Sodium p-nitrophenolate + 6 g/l Sodium o-nitrophenolate + 3 g/l Sodium 5-nitroguaiacolate,SL (Suda Çözünen Konsantre),6
KNOCKDOWN MAX (İMAL),"%74,8 Glyphosate Ammonium Tuzu",SG (Suda Çözünen Granül),6
NOVAPAK (İTHAL),%5 Metaldehyde,GB (Granül Yem),6
PHOMİDAN 480 SC (İMAL),480 g/l Spinosad,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MERMAİD PRO (İMAL),"%30 Cymoxanil + %22,5 Famoxadone",WG (Suda Dağılabilen Granül),6
GURADOR (İMAL),%50 Trifloxystrobin,WG (Suda Dağılabilen Granül),6
ROTUNDIS (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
ANEMON 10 SC (İMAL),100 g/l Pyriproxyfen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
SOILGARD 12 G® (İTHAL),%12 Gliocladium virens strain GL21 içerir 1x10 üzeri 6 CfU/g,WG (Suda Dağılabilen Granül),6
HEIL-AMIN (İMAL),"%5,5 Metalik Bakıra eşdeğer Bakır Sülfat",SL (Suda Çözünen Konsantre),6
PINTRO 050 EC (İMAL),50 g/l Lufenuron,EC (Emülsiye Olabilen Konsantre),6
LİVERON ALFA SC (İMAL),120 g/l Teflubenzuron + 40 g/l Alpha-cypermethrin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MOSECAN (İMAL),50 g/l Fenpyroximate,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
RAIDER SC 240 (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
POLE 500 SC (İMAL),500 g/l Clofentezine,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
POWERSOUL FORTE (İMAL),%80 Thiram,WP (Islanabilir Toz),6
DORİS (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
FABAN (İTHAL),250 g/l Dithianon + 250 g/l Pyrimethanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
BENDİS (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
COLONY 60 FS (İMAL),60 g/l Tebuconazole,FS (Tohum İlaçlaması İçin Akıcı Konsantre),6
TRİESTE 50 EC (İMAL),500 g/l Imazalil,EC (Emülsiye Olabilen Konsantre),6
TEZOBRİN (İMAL),250 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
DALTON 5 SG (İMAL),%5 Emamectin benzoate,SG (Suda Çözünen Granül),6
TRECUR (İMAL),722 g/l Propamocarb-hydrochloride,SL (Suda Çözünen Konsantre),6
HERCAI (İMAL),300 g/l Pyrimethanil,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
RESTORER 50 WG (İMAL),%50 Trifloxystrobin,WG (Suda Dağılabilen Granül),6
ERTARDODİNE 500 SC (İMAL),500 g/l Dodine,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
MATABELE WG (İMAL),%50 Kresoxim-methyl,WG (Suda Dağılabilen Granül),6
CASER PRO (İMAL),"%30 Cymoxanil + %22,5 Famoxadone",WG (Suda Dağılabilen Granül),6
KURVETO DF (İMAL),"%39,75 Metalik bakıra eşdeğer bakır oksiklorid + %4,2 Cymoxanil",WG (Suda Dağılabilen Granül),6
VERDUN (İMAL),%80 Fosetyl-Al,WG (Suda Dağılabilen Granül),6
ACCLAIM (İMAL),%70 Metiram,DF (Kuru Akışkan),6
MENTA FİONA (İMAL),%80 Fosetyl-Al,WP (Islanabilir Toz),6
TİTAN 48 EC (İTHAL),480 g/l Clomazone,EC (Emülsiye Olabilen Konsantre),6
WEEPER 48 SL (İMAL),480 g/l Glyphosate Isopropylamin Tuzu,SL (Suda Çözünen Konsantre),6
İMPALA WG (İMAL),"%57 Metiram + %4,8 Cymoxanil",WG (Suda Dağılabilen Granül),6
EXCLAR 500 SC (İMAL),500 g/l Clofentezine,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
EFDAL SULFUR 80 WG (İTHAL),%80 Kükürt,WG (Suda Dağılabilen Granül),6
FOLİAX 240 SC (İMAL),240 g/l Spirodiclofen,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
AZİMUT 320 SC (İTHAL),200 g/l Tebuconazole + 120 g/l Azoxystrobin,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
DANUA 50 WG (İMAL),%50 Cyprodinil,WG (Suda Dağılabilen Granül),6
FENDAL 33 EC (İMAL),330 g/l Pendimethalin,EC (Emülsiye Olabilen Konsantre),6
PEACE SUPER (İMAL),"116,2 g/l Clethodim",EC (Emülsiye Olabilen Konsantre),6
GALLEON 24 EC (İMAL),240 g/l Oxyfluorfen,EC (Emülsiye Olabilen Konsantre),6
ZUUM 10 SC (İMAL),110 g/l Etoxazole,SC (Akıcı Konsantre/Süspansiyon Konsantre),6
